"filename", "language", "TypeScript", "Markdown", "JSON with Comments", "Shell Script", "JSON", "XML", "SQLite", "JavaScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/[id]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 15, 149
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/actions.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 97
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/nueva/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/nueva/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 11, 94
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 1, 11, 76
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/receipt-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 8, 20, 180
"/home/allopze/dev/chome/bodega/app/(app)/recepcion/recepcion-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 6, 88
"/home/allopze/dev/chome/bodega/app/(app)/reportes/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/reportes/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 20, 238
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/[id]/duplicate-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 5, 31
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/[id]/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/[id]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 12, 163
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/actions.ts", "TypeScript", 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47, 368
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/nueva/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/nueva/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 2, 10, 125
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 5, 18, 130
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/request-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 645, 0, 28, 59, 732
"/home/allopze/dev/chome/bodega/app/(app)/solicitudes/request-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 9, 168
"/home/allopze/dev/chome/bodega/app/(app)/template.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"/home/allopze/dev/chome/bodega/app/(app)/trazabilidad/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/trazabilidad/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 23, 42, 415
"/home/allopze/dev/chome/bodega/app/(auth)/login/login-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 14, 105
"/home/allopze/dev/chome/bodega/app/(auth)/login/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 6, 8, 71
"/home/allopze/dev/chome/bodega/app/(auth)/registro/actions.ts", "TypeScript", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 126
"/home/allopze/dev/chome/bodega/app/(auth)/registro/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 11, 81
